customerno,recency,frequency,monetary
14737.0,4,4,8004.79
14738.0,43,8,10949.65
14739.0,5,8,58681.04
14740.0,198,3,9017.1
14741.0,12,6,9267.58
14744.0,17,7,4801.26
14745.0,113,5,10737.89
14747.0,250,1,1197.23
14748.0,29,6,26851.64
14751.0,10,2,928.72
14752.0,44,1,3064.96
14753.0,88,1,2313.07
14754.0,45,3,12346.15
14755.0,10,13,25430.97
14756.0,16,2,3066.0
14757.0,46,2,1997.46
14758.0,145,4,5815.34
14759.0,5,3,5406.51
14760.0,298,1,501.36
14761.0,59,2,1471.7
14762.0,264,1,3624.2599999999998
14764.0,47,1,2232.72
14765.0,30,3,1644.08
14766.0,9,6,15056.72
14768.0,18,3,2504.35
14769.0,3,8,85049.39
14770.0,233,3,6797.97
14771.0,290,1,1085.04
14772.0,113,1,983.3199999999999
14773.0,143,1,10429.4
14774.0,159,1,10258.6
14775.0,59,3,13070.64
14776.0,52,11,34723.1
14777.0,142,1,778.64
14778.0,128,2,3691.54
14779.0,281,3,1256.67
14780.0,55,3,3442.3
14782.0,320,1,1373.3799999999999
14784.0,27,2,2726.44
14785.0,11,2,537.36
14788.0,8,2,3757.48
14789.0,29,1,1391.6
14790.0,17,4,6867.64
14792.0,64,1,26.86
14793.0,22,1,1042.78
14794.0,3,7,6267.63
14795.0,167,1,309.01
14796.0,2,17,67479.65
14798.0,53,3,1715.3999999999999
14799.0,52,1,1658.42
14800.0,48,13,41273.59
14801.0,62,1,1991.72
14803.0,163,3,4658.68
14804.0,9,1,747.79
14805.0,16,4,1462.58
14806.0,76,1,3580.5
14808.0,40,8,25265.04
14810.0,41,12,9799.74
14813.0,179,3,5631.97
14815.0,37,2,8423.62
14816.0,198,1,1242.15
14817.0,151,3,15140.66
14818.0,74,4,10564.99
14819.0,65,2,1346.98
14820.0,22,5,3133.4
14821.0,178,2,813.62
14823.0,181,3,1231.37
14824.0,11,4,4354.1
14825.0,4,14,15790.69
14828.0,197,3,24460.7
14829.0,30,4,5162.87
14830.0,54,1,1799.1299999999999
14834.0,18,6,8455.36
14836.0,11,2,469.25
14837.0,90,4,16113.58
14839.0,367,1,105.44
14840.0,24,2,18594.28
14841.0,54,6,19911.74
14842.0,44,4,14634.68
14844.0,64,4,18847.99
14847.0,94,3,11491.38
14849.0,22,26,64599.979999999996
14850.0,312,1,3336.67
14851.0,24,2,3855.07
14852.0,59,6,20390.02
14853.0,25,2,1328.0
14854.0,79,7,21546.079999999998
14855.0,120,2,3099.92
14856.0,37,3,8359.18
14857.0,60,4,17229.45
14859.0,13,4,6047.46
14860.0,20,1,2552.6
14861.0,53,1,1328.16
14862.0,26,2,8594.92
14863.0,30,1,1626.48
14865.0,8,2,1108.8
14866.0,11,13,82481.14
14867.0,186,3,4089.62
14868.0,4,8,15651.9
14869.0,9,2,5187.13
14870.0,262,1,1555.06
14871.0,4,4,1933.01
14873.0,211,1,2254.56
14875.0,108,2,7158.62
14877.0,361,1,34630.67
14878.0,13,10,10544.98
14880.0,78,3,4521.139999999999
14881.0,20,1,3500.6
14882.0,27,2,2223.56
14883.0,19,8,11107.789999999999
14885.0,132,1,8205.32
14886.0,253,1,1775.06
14887.0,80,1,7139.0
14888.0,208,1,1659.82
14889.0,337,1,1001.88
14890.0,254,1,651.48
14891.0,149,2,5141.04
14893.0,10,2,5159.59
14894.0,86,1,3388.12
14895.0,8,20,57562.84
14896.0,205,2,3340.21
14897.0,8,5,11719.289999999999
14898.0,24,7,11680.8
14901.0,12,9,7671.089999999999
14902.0,26,1,2513.54
14903.0,22,5,18548.6
14904.0,3,2,15133.16
14905.0,158,2,3510.66
14907.0,4,8,18872.61
14908.0,75,1,1637.56
14910.0,3,4,2348.79
14911.0,2,198,914633.52
14912.0,17,2,8311.52
14913.0,36,4,18999.28
14915.0,92,2,1463.04
14916.0,71,4,11963.3
14918.0,116,2,8568.52
14920.0,213,3,6117.34
14921.0,31,2,11116.029999999999
14922.0,299,1,21.17
14923.0,51,1,5052.08
14924.0,246,1,973.75
14929.0,33,1,1623.34
14930.0,29,4,29228.25
14931.0,5,5,4651.5
14932.0,178,2,7029.78
14934.0,82,2,12199.35
14935.0,298,1,11415.0
14936.0,34,9,49642.07
14937.0,57,3,6622.44
14938.0,141,2,9724.289999999999
14944.0,30,12,34897.01
14946.0,15,1,159.28
14947.0,73,2,2106.98
14948.0,24,6,8026.57
14949.0,267,1,269.8
14950.0,20,1,1774.34
14951.0,80,1,3507.16
14952.0,60,11,42627.909999999996
14953.0,26,1,2559.75
14954.0,13,1,858.3100000000001
14955.0,352,1,2369.1
14957.0,254,1,408.41
14958.0,148,3,1834.34
14959.0,65,4,5776.139999999999
14960.0,9,2,1477.7900000000002
14961.0,11,9,40760.5
14962.0,271,1,580.91
14963.0,10,5,11992.03
14964.0,248,2,6692.19
14965.0,97,2,4243.85
14966.0,15,1,1157.53
14967.0,50,2,5937.01
14968.0,31,1,1415.8700000000001
14970.0,69,4,4161.9800000000005
14971.0,36,3,7745.3
14972.0,129,1,404.63
14973.0,108,4,5513.21
14974.0,38,1,555.79
14975.0,58,1,4181.71
14976.0,58,6,3172.19
14977.0,332,1,17386.09
14978.0,73,5,7259.61
14979.0,352,1,84.5
14981.0,247,1,919.9
14982.0,372,1,29038.07
14984.0,20,2,833.53
14985.0,199,2,2931.91
14986.0,352,1,87.36
14987.0,16,2,1219.2
14988.0,212,1,1776.07
14991.0,352,1,265.15999999999997
14993.0,141,1,82.08
14995.0,39,3,7022.3
14997.0,47,5,18413.82
14998.0,171,3,4453.11
14999.0,141,1,535.55
15000.0,48,1,2737.0099999999998
15002.0,116,4,10085.52
15004.0,148,1,7723.98
15005.0,16,28,46073.44
15006.0,52,2,3635.62
15007.0,160,2,4961.87
15009.0,13,3,6796.28
15010.0,36,2,3319.42
15012.0,54,2,2782.91
15014.0,44,2,1808.1
15016.0,173,1,953.31
15017.0,34,1,774.4
15018.0,39,4,2501.96
15019.0,267,1,1871.92
15021.0,9,10,9914.9
15022.0,12,4,5556.75
15023.0,4,11,34039.55
15024.0,10,10,10209.76
15025.0,34,1,2305.31
15026.0,81,3,2775.93
15027.0,31,5,6730.349999999999
15028.0,9,4,4978.06
15030.0,72,2,4344.84
15031.0,5,4,4446.55
15032.0,257,3,21334.49
15033.0,5,10,19022.56
15034.0,16,8,27696.3
15035.0,90,1,2769.86
15036.0,73,3,3755.59
15038.0,59,6,2947.2
15039.0,10,47,100664.72
15040.0,249,1,63.900000000000006
15041.0,158,2,1520.43
15042.0,200,1,446.76
15043.0,32,1,2416.0
15044.0,20,17,36061.35
15045.0,152,2,1922.48
15046.0,10,15,39660.909999999996
15047.0,270,1,2627.74
15048.0,66,4,2380.34
15049.0,274,1,769.79
15050.0,26,3,14339.0
15051.0,24,3,11336.14
15052.0,320,1,1061.6
15053.0,5,3,8200.88
15054.0,13,2,1843.62
15057.0,276,2,8372.9
15058.0,26,11,12751.17
15059.0,41,9,7561.23
15060.0,9,4,1734.68
15061.0,4,48,333977.12
15062.0,72,4,7908.92
15063.0,214,1,954.02
15065.0,18,5,35954.43
15066.0,54,1,4165.02
15067.0,79,3,11325.12
15068.0,47,2,4297.8
15069.0,180,1,6345.02
15070.0,373,1,477.71999999999997
15071.0,94,2,3763.64
15073.0,10,3,5659.44
15074.0,106,1,5127.5199999999995
15075.0,78,1,5373.61
15076.0,101,2,6767.5
15078.0,8,32,44586.91
15079.0,213,4,4546.69
15081.0,23,6,3777.25
15083.0,257,1,480.02
15085.0,298,1,15.84
15087.0,64,3,22398.65
15088.0,22,3,6020.17
15089.0,11,6,15587.539999999999
15090.0,309,1,2463.18
15091.0,68,1,3977.04
15092.0,216,2,1852.82
15093.0,19,7,47088.95
15095.0,104,4,12464.1
15096.0,43,1,1454.75
15097.0,5,1,1048.88
15098.0,183,3,1812.85
15099.0,85,1,3936.25
15100.0,334,3,1717.6
15101.0,9,2,1910.97
15103.0,32,2,4092.73
15104.0,197,3,19488.81
15105.0,19,7,14768.039999999999
15106.0,18,5,12643.539999999999
15107.0,312,6,2069.78
15108.0,142,3,6210.23
15109.0,246,2,1894.79
15110.0,24,4,3541.96
15111.0,30,3,8883.16
15112.0,177,1,8401.53
15113.0,10,3,22924.45
15114.0,31,10,34318.34
15115.0,19,1,1957.74
15116.0,18,4,8027.57
15117.0,15,5,17424.99
15118.0,135,2,15016.33
15119.0,246,1,1174.91
15120.0,134,1,3401.84
15121.0,51,2,2508.64
15122.0,115,3,8586.14
15123.0,8,2,10496.86
15124.0,23,2,2577.63
15125.0,26,15,65083.36
15127.0,66,1,2989.12
15128.0,61,4,15272.4
15129.0,51,12,22453.809999999998
15130.0,170,1,2357.44
15132.0,19,5,7841.94
15133.0,128,3,7976.7
15134.0,15,8,10074.29
15135.0,240,1,583.21
15136.0,3,4,7528.04
15137.0,44,1,4694.5199999999995
15138.0,32,1,10110.26
15139.0,240,2,2315.0
15140.0,53,8,18556.36
15142.0,47,1,4058.58
15143.0,226,1,1803.19
15144.0,9,17,33408.08
15145.0,5,4,8224.89
15146.0,165,2,16458.25
15147.0,241,1,4390.16
15148.0,11,1,1253.17
15149.0,134,1,1845.58
15150.0,18,10,41899.8
15152.0,10,13,29483.43
15153.0,32,1,2366.92
15154.0,76,1,1363.73
15156.0,2,3,5097.0599999999995
15157.0,4,3,24102.21
15158.0,46,1,2136.06
15159.0,2,30,129213.38
15160.0,358,1,1023.0
15162.0,157,1,8060.65
15163.0,19,2,2218.58
15164.0,69,4,13413.58
15165.0,374,1,2139.85
15167.0,321,1,847.64
15168.0,26,1,642.3199999999999
15171.0,332,1,4293.9
15172.0,9,5,15752.32
15174.0,323,1,1506.16
15175.0,72,1,4882.96
15177.0,32,1,13012.02
15178.0,261,1,287.79999999999995
15179.0,19,5,21818.1
15180.0,368,1,458.7
15181.0,67,3,6283.24
15182.0,155,2,2861.24
15184.0,30,3,10775.8
15185.0,71,1,7143.72
15186.0,15,3,7480.56
15187.0,2,15,19566.24
15188.0,184,1,2347.6800000000003
15189.0,2,41,74866.47
15192.0,120,3,10480.82
15193.0,61,1,1987.92
15194.0,4,15,61262.55
15195.0,3,1,8690.76
15197.0,11,3,4634.17
15198.0,93,2,1428.3999999999999
15199.0,60,4,5358.4400000000005
15201.0,88,5,13544.619999999999
15203.0,26,7,17326.65
15204.0,358,1,2909.1
15205.0,86,2,4422.57
15206.0,11,4,1610.46
15207.0,239,1,1044.45
15208.0,2,6,5413.25
15210.0,226,1,2676.4700000000003
15211.0,61,3,4158.78
15212.0,242,1,473.32
15213.0,319,2,2761.62
15214.0,2,8,13178.1
15215.0,47,4,4921.51
15216.0,88,1,266.59999999999997
15217.0,75,2,129.25
15218.0,11,12,38171.06
15219.0,177,2,825.8199999999999
15220.0,52,7,16415.77
15221.0,92,2,7003.139999999999
15222.0,319,1,4523.6
15223.0,226,3,2980.65
15224.0,359,2,1888.1599999999999
15225.0,235,1,2736.22
15226.0,311,1,885.92
15227.0,37,5,8937.34
15228.0,67,4,26583.52
15229.0,176,2,7507.099999999999
15230.0,240,3,4217.35
15232.0,114,2,7534.719999999999
15234.0,277,1,2149.38
15235.0,218,12,15754.35
15236.0,299,1,3086.24
15237.0,2,5,12151.18
15238.0,30,4,8385.61
15239.0,11,2,5695.99
15240.0,45,5,15602.25
15241.0,67,8,20168.3
15243.0,75,2,2326.7599999999998
15244.0,66,2,4742.46
15245.0,135,3,19894.14
15246.0,239,2,2998.76
15247.0,123,1,2004.7199999999998
15249.0,32,13,39734.4
15250.0,192,1,30.970000000000002
15251.0,10,11,70145.45
15252.0,37,2,6109.23
15253.0,17,6,8574.07
15254.0,128,1,2940.7400000000002
15255.0,67,1,5924.73
15256.0,149,1,604.85
15257.0,284,1,796.53
15258.0,169,2,2093.98
15260.0,101,7,10746.69
15261.0,136,1,3028.6
15262.0,324,1,931.56
15263.0,107,2,1116.5
15264.0,65,1,3057.85
15265.0,152,2,7816.08
15266.0,339,1,306.77
15267.0,23,6,11728.18
15269.0,24,1,685.44
15270.0,16,7,15379.19
15271.0,8,15,14713.71
15272.0,58,2,3901.15
15274.0,5,2,5812.22
15275.0,38,1,5672.74
15276.0,67,1,782.67
15277.0,47,1,2363.52
15278.0,192,1,4638.9
15279.0,355,1,2235.12
15280.0,173,1,1694.23
15281.0,59,9,14557.6
15286.0,50,1,810.31
15287.0,23,2,4877.45
15288.0,44,5,10063.92
15289.0,30,3,11295.24
15290.0,5,18,48622.76
15291.0,26,15,27347.52
15292.0,202,1,670.41
15296.0,51,7,21869.99
15297.0,11,4,7259.97
15298.0,3,12,32596.3
15299.0,68,6,34203.270000000004
15300.0,65,1,3382.2599999999998
15301.0,51,12,33082.71
15303.0,291,1,3070.27
15304.0,61,8,1777.54
15306.0,65,4,14416.4
15307.0,96,1,589.59
15308.0,275,1,2112.0
15311.0,1,91,392033.08999999997
15312.0,76,4,6236.099999999999
15313.0,43,2,254.39
15314.0,200,2,3556.65
15315.0,65,2,9419.7
15316.0,327,1,597.0
15317.0,284,1,1104.71
15318.0,4,1,4119.78
15319.0,165,2,2621.93
15320.0,45,1,3615.85
15321.0,71,3,14742.11
15322.0,86,1,4960.46
15323.0,191,3,4832.17
15325.0,104,1,2544.18
15326.0,191,2,4912.97
15327.0,53,1,1403.22
15329.0,26,4,22564.44
15330.0,33,2,14182.56
15332.0,367,4,8188.08
15333.0,209,1,4578.96
15334.0,157,3,3149.11
15335.0,54,1,991.99
15337.0,165,1,60.62
15339.0,67,3,7522.41
15341.0,81,1,9183.32
15342.0,130,1,3316.75
15343.0,88,1,1234.52
15344.0,1,4,11919.04
15345.0,46,1,1233.46
15346.0,99,2,1812.98
15347.0,367,1,1538.9199999999998
15348.0,73,1,957.36
15349.0,159,2,3837.24
15350.0,374,1,641.1600000000001
15351.0,13,7,8689.6
15353.0,255,2,4311.66
15355.0,30,2,630.8100000000001
15356.0,32,10,18245.65
15358.0,5,22,77004.69
15360.0,40,1,2724.32
15361.0,11,2,3904.49
15363.0,373,1,1750.14
15364.0,96,3,6181.92
15365.0,26,7,12625.24
15366.0,76,2,6982.33
15367.0,58,4,12283.48
15368.0,22,1,2814.7000000000003
15370.0,41,7,10829.86
15372.0,68,2,37907.99
15373.0,9,11,7025.1
15374.0,68,2,9066.039999999999
15375.0,338,1,23.32
15376.0,41,3,7578.37
15379.0,170,7,26026.35
15380.0,9,5,4996.42
15381.0,214,2,2364.69
15382.0,15,6,40748.55
15384.0,170,3,6684.13
15385.0,41,1,1974.78
15386.0,187,1,4975.66
15387.0,317,1,61.34
15388.0,271,1,1046.04
15389.0,173,2,8446.8
15392.0,5,4,13495.12
15393.0,17,2,1496.12
15394.0,10,4,8628.16
15395.0,326,1,284.37
15396.0,113,1,1545.82
15397.0,290,1,301.35
15398.0,17,2,6611.06
15399.0,2,4,6887.04
15400.0,93,6,4437.12
15402.0,149,2,7747.15
15405.0,190,1,2336.32
15406.0,32,2,2853.31
15407.0,34,4,6765.83
15408.0,265,1,1360.31
15410.0,85,8,15836.22
15411.0,27,4,6677.96
15412.0,172,1,1302.18
15414.0,10,3,4182.88
15415.0,314,1,6323.76
15416.0,65,4,25011.6
15417.0,86,2,8807.72
15419.0,25,1,2496.96
15420.0,128,1,6723.7699999999995
15421.0,59,4,5358.08
15422.0,324,2,489.56
15423.0,39,1,1062.0
15424.0,255,3,18217.88
15426.0,20,5,8391.39
15427.0,34,3,11890.55
15428.0,16,1,631.38
15429.0,27,2,4302.57
15431.0,2,1,86.66000000000001
15432.0,24,1,841.53
15433.0,145,3,12660.61
15434.0,9,6,21948.78
15435.0,23,1,706.41
15436.0,13,3,6627.72
15437.0,263,1,1008.6999999999999
15438.0,132,1,765.22
15439.0,2,1,11119.980000000001
15440.0,55,3,2375.15
15442.0,249,1,1838.4
15443.0,2,7,16842.32
15444.0,10,2,6052.1
15445.0,265,1,710.76
15447.0,331,1,1030.28
15448.0,305,2,10704.57
15449.0,27,3,9140.09
15450.0,31,2,5580.77
15452.0,30,3,3392.81
15453.0,2,7,9692.66
15454.0,363,1,1064.92
15455.0,97,1,690.3
15456.0,284,3,7200.21
15457.0,263,1,1500.35
15458.0,26,1,1764.6
15460.0,355,1,1327.16
15462.0,95,3,2003.2399999999998
15463.0,30,1,1215.5
15464.0,339,1,4626.24
15465.0,20,18,20419.63
15466.0,86,1,2864.19
15467.0,10,3,3348.4
15468.0,52,2,2067.71
15469.0,51,2,2058.17
15470.0,61,1,48.519999999999996
15471.0,3,1,1640.16
15472.0,114,1,2903.89
15473.0,15,7,7633.759999999999
15474.0,236,2,6661.17
15475.0,78,2,53161.909999999996
15478.0,41,2,6766.98
15480.0,117,2,4808.78
15481.0,356,1,114.47999999999999
15482.0,16,11,50403.34
15483.0,162,4,3262.95
15484.0,2,4,31117.43
15485.0,31,3,15631.58
15488.0,93,1,816.48
15489.0,23,3,7393.839999999999
15491.0,96,6,20021.84
15492.0,1,3,18230.28
15493.0,33,6,8937.0
15494.0,22,2,13098.56
15497.0,18,3,8779.07
15498.0,3,27,70473.34
15500.0,9,4,6023.38
15501.0,155,1,132.81
15502.0,16,11,49213.67
15503.0,363,1,909.1999999999999
15504.0,82,1,392.37
15505.0,53,5,28199.98
15506.0,23,3,8947.88
15507.0,172,1,2152.8
15508.0,190,7,11234.68
15509.0,136,1,62.36
15510.0,331,1,1321.24
15511.0,12,5,3340.61
15512.0,156,2,820.9399999999999
15513.0,34,19,73038.72
15514.0,13,11,24231.309999999998
15515.0,136,1,5743.3
15516.0,45,5,9041.289999999999
15517.0,234,1,3276.97
15518.0,65,8,14512.539999999999
15520.0,2,2,1974.3000000000002
15521.0,41,9,22248.66
15522.0,33,3,6190.59
15523.0,85,2,7703.21
15524.0,25,1,492.0
15525.0,3,5,7941.46
15526.0,34,2,398.15999999999997
15527.0,19,8,11221.13
15528.0,255,1,1471.12
15529.0,23,11,38059.1
15530.0,22,4,11277.03
15531.0,9,2,11625.71
15532.0,26,4,6929.54
15533.0,20,3,3777.35
15534.0,88,2,7545.94
15535.0,174,4,2015.54
15537.0,164,2,542.68
15539.0,8,1,2592.05
15540.0,12,1,1238.0
15541.0,115,2,776.64
15543.0,289,1,1012.54
15544.0,10,10,37094.27
15545.0,55,2,1970.73
15547.0,8,15,48423.02
15549.0,78,3,8829.94
15550.0,5,4,2969.33
15551.0,37,1,2681.13
15552.0,218,1,707.22
15553.0,61,1,4839.89
15554.0,278,1,981.0
15555.0,13,16,46517.26
15556.0,25,1,2705.6
15557.0,29,1,2729.96
15561.0,12,4,2568.9700000000003
15562.0,352,1,537.81
15563.0,23,3,16165.039999999999
15565.0,51,3,819.72
15566.0,362,1,14893.16
15567.0,19,1,2476.5099999999998
15568.0,3,4,11351.97
15569.0,104,5,8235.199999999999
15570.0,8,12,24100.68
15571.0,12,4,2965.15
15572.0,5,7,14258.73
15573.0,32,2,4300.85
15574.0,178,4,4290.7699999999995
15576.0,38,1,5042.72
15577.0,152,3,1010.02
15578.0,163,1,663.2299999999999
15579.0,69,3,1592.96
15581.0,157,10,3448.7400000000002
15582.0,25,3,5280.4800000000005
15584.0,24,4,3639.48
15585.0,177,1,3746.4
15586.0,281,1,486.71999999999997
15587.0,51,4,4133.280000000001
15589.0,256,3,2980.99
15592.0,47,1,4026.64
15593.0,71,1,819.72
15594.0,16,5,11425.33
15595.0,355,1,5971.68
15596.0,101,5,7131.34
15597.0,36,1,3192.21
15598.0,54,1,1824.7
15599.0,27,3,13786.64
15601.0,12,14,56946.909999999996
15602.0,9,9,12011.34
15603.0,79,1,1033.92
15604.0,53,1,1851.42
15605.0,37,5,5747.79
15606.0,62,9,12134.66
15607.0,337,1,2177.12
15608.0,29,4,8379.73
15609.0,185,1,1822.6799999999998
15610.0,52,1,667.86
15611.0,10,11,6183.16
15612.0,37,2,707.55
15615.0,11,23,56739.979999999996
15618.0,33,4,5438.7699999999995
15619.0,11,1,841.84
15620.0,57,3,10910.44
15621.0,5,4,4544.65
15622.0,44,10,23609.82
15623.0,142,1,1589.74
15624.0,117,4,4238.22
15625.0,104,6,14866.009999999998
15626.0,75,2,8544.4
15628.0,5,10,21880.239999999998
15629.0,303,1,1579.06
15630.0,46,2,8920.53
15632.0,16,8,23176.15
15633.0,313,1,2222.9
15634.0,18,1,1264.23
15636.0,90,3,8776.86
15637.0,53,1,1541.04
15638.0,368,1,20250.44
15639.0,135,1,3746.48
15640.0,5,16,77068.25
15641.0,106,5,17978.78
15643.0,192,3,3201.7599999999998
15644.0,167,4,6303.36
15645.0,19,1,3125.07
15646.0,158,3,4497.01
15648.0,205,2,2756.94
15649.0,337,2,2805.12
15651.0,37,4,11090.68
15652.0,92,1,2478.09
15653.0,93,3,14252.9
15654.0,10,3,5861.02
15655.0,244,1,3895.25
15656.0,46,4,4282.72
15657.0,23,1,276.71999999999997
15658.0,191,5,3529.88
15659.0,44,2,12299.289999999999
15660.0,26,9,11127.3
15661.0,318,2,2737.16
15663.0,107,1,1228.04
15664.0,51,1,2005.3
15665.0,169,2,18184.53
15667.0,40,1,2768.88
15668.0,218,1,816.48
15669.0,41,4,4206.38
15670.0,297,1,1109.99
15671.0,19,7,20086.51
15673.0,89,4,17815.61
15674.0,74,5,15325.45
15675.0,82,5,11806.3
15676.0,19,4,27668.21
15677.0,30,2,4002.1
15678.0,53,1,1628.18
15679.0,25,6,13173.8
15680.0,10,4,10237.07
15681.0,26,7,22827.63
15683.0,118,1,1479.3600000000001
15687.0,9,9,15455.19
15689.0,120,2,1121.3
15690.0,5,2,3588.24
15691.0,73,2,997.4399999999999
15692.0,29,1,1610.3400000000001
15693.0,73,1,451.34
15694.0,1,14,21902.34
15695.0,267,2,2593.12
15696.0,34,8,13309.72
15699.0,18,1,687.41
15700.0,66,3,9166.08
15701.0,3,4,9618.3
15703.0,265,1,893.22
15704.0,141,4,12466.2
15705.0,202,1,782.1199999999999
15706.0,64,4,4377.09
15707.0,36,4,7119.19
15708.0,41,7,16433.13
15709.0,284,1,1376.76
15712.0,10,5,5377.67
15713.0,53,4,16071.85
15714.0,12,4,3224.04
15715.0,124,1,7121.64
15716.0,146,4,8759.699999999999
15717.0,235,1,871.34
15718.0,221,1,4411.97
15719.0,33,13,28340.06
15720.0,25,1,3456.7599999999998
15721.0,12,1,2665.93
15722.0,36,5,12792.99
15723.0,365,1,1099.92
15724.0,5,3,983.95
15725.0,16,1,1400.39
15727.0,17,7,35206.72
15729.0,213,1,374.08
15730.0,5,4,22959.89
15732.0,213,2,1957.7
15733.0,283,1,801.74
15734.0,115,3,4817.56
15736.0,354,1,2275.59
15737.0,15,8,6625.78
15738.0,19,16,35497.4
15739.0,67,2,7287.73
15740.0,10,3,3799.9900000000002
15741.0,354,1,799.03
15743.0,17,4,2634.6
15744.0,78,2,2230.1
15745.0,20,4,5250.38
15746.0,135,1,1978.66
15747.0,13,3,3812.91
15748.0,4,2,706.78
15749.0,236,3,230408.4
15750.0,3,8,18837.8
15752.0,40,7,20437.739999999998
15753.0,305,2,1733.76
15754.0,52,3,2509.5299999999997
15755.0,11,6,16126.41
15756.0,62,4,2921.81
15757.0,66,2,5702.75
15758.0,25,2,5673.63
15759.0,29,4,3194.03
15762.0,66,2,3051.4
15763.0,32,2,3822.52
15764.0,89,6,23707.69
15766.0,65,1,2065.12
15768.0,116,4,4957.5
15769.0,8,26,204746.44
15772.0,290,1,1014.94
15773.0,6,1,1976.54
15774.0,69,1,1169.2
15775.0,246,1,804.42
15776.0,134,2,10605.119999999999
15777.0,242,4,4946.8099999999995
15779.0,269,1,45.96
15780.0,184,3,2741.69
15781.0,26,3,2136.97
15782.0,10,3,10445.3
15783.0,11,1,1312.28
15785.0,33,5,18254.07
15786.0,47,3,39285.12
15787.0,27,4,11783.75
15789.0,359,1,4849.48
15790.0,11,1,723.3000000000001
15791.0,44,2,8534.73
15793.0,15,3,5576.75
15794.0,312,1,2003.08
15795.0,150,1,6270.76
15796.0,2,8,10326.49
15797.0,114,3,9990.96
15799.0,76,3,10694.130000000001
15800.0,108,2,4075.81
15801.0,47,4,7605.99
15803.0,52,1,3398.6
15804.0,1,13,29149.14
15805.0,24,17,38467.53
15806.0,47,3,6974.74
15807.0,51,3,4975.12
15808.0,307,4,16658.6
15809.0,37,5,3613.56
15810.0,79,4,8806.949999999999
15811.0,23,7,14382.49
15812.0,108,6,22923.49
15813.0,208,2,7517.11
15814.0,17,4,13555.11
15815.0,64,5,21178.14
15816.0,151,1,14553.869999999999
15818.0,65,1,19.42
15819.0,50,4,14631.06
15820.0,102,2,4950.93
15821.0,45,2,2410.9
15822.0,4,2,3420.63
15823.0,178,2,20655.8
15825.0,173,1,3713.36
15826.0,57,3,11385.14
15827.0,74,15,28956.51
15829.0,100,2,10861.06
15830.0,38,2,11186.51
15831.0,59,3,12662.12
15832.0,255,1,5562.34
15834.0,71,4,12923.58
15835.0,45,4,4553.09
15836.0,51,1,407.28000000000003
15837.0,59,2,5004.0199999999995
15838.0,12,20,189064.64
15839.0,34,3,7395.82
15840.0,59,4,16574.13
15841.0,73,4,10909.6
15843.0,304,1,398.61
15844.0,15,3,9141.68
15845.0,18,8,22474.25
15847.0,15,3,5009.53
15848.0,220,1,25.72
15849.0,312,1,283.31
15850.0,20,2,3316.3
15852.0,94,3,730.93
15853.0,52,2,1497.2
15854.0,5,12,9317.08
15855.0,137,5,5511.49
15856.0,5,27,119379.62
15857.0,19,1,3460.72
15858.0,16,6,12964.21
15860.0,41,8,5453.99
15861.0,13,8,25419.67
15862.0,9,5,8828.13
15863.0,26,2,259.09000000000003
15864.0,23,6,14205.02
15865.0,41,3,4689.34
15866.0,102,1,1521.54
15867.0,6,15,23270.0
15869.0,65,3,4437.61
15870.0,33,1,3796.3199999999997
15871.0,59,1,8655.97
15872.0,15,2,1404.38
15874.0,64,7,31922.91
15875.0,29,1,18013.59
15877.0,2,2,2386.91
15879.0,320,1,546.88
15880.0,361,2,3934.99
15881.0,313,5,2916.62
15882.0,199,4,3232.54
15883.0,3,2,1813.56
15884.0,361,1,1006.42
15885.0,94,2,1526.62
15886.0,61,1,1692.23
15888.0,81,1,853.37
15889.0,157,2,2580.23
15891.0,227,2,10245.88
15892.0,268,1,3756.83
15894.0,254,2,1974.8700000000001
15895.0,150,1,1147.29
15896.0,268,1,8416.08
15897.0,195,2,2890.64
15898.0,2,5,5876.7
15899.0,369,1,276.24
15900.0,24,1,2624.89
15901.0,17,3,3879.56
15903.0,10,7,28565.84
15904.0,9,1,519.96
15906.0,20,8,8132.32
15907.0,4,3,4766.57
15909.0,174,1,1201.0
15910.0,1,9,9999.26
15912.0,179,2,2167.31
15916.0,17,9,8681.02
15917.0,248,1,556.61
15918.0,191,2,1898.3799999999999
15919.0,20,2,6132.14
15920.0,155,3,1131.04
15921.0,173,1,2010.82
15922.0,374,1,1792.92
15923.0,186,2,6446.47
15924.0,178,1,1577.72
15925.0,195,1,1165.44
15927.0,93,2,5886.29
15928.0,289,1,4530.82
15930.0,68,2,1509.03
15932.0,5,8,24497.72
15933.0,22,3,10090.56
15935.0,240,1,1279.1599999999999
15937.0,65,1,897.1
15938.0,113,6,4275.25
15939.0,90,14,54699.04
15940.0,312,1,77.68
15941.0,33,1,184880.85
15942.0,134,1,2723.74
15944.0,277,1,845.62
15945.0,249,2,784.4
15947.0,83,1,8536.92
15948.0,9,2,5929.14
15949.0,17,2,2682.84
15950.0,32,5,20503.53
15951.0,9,2,3113.33
15952.0,34,4,4854.01
15953.0,16,8,10302.76
15955.0,25,14,23053.72
15957.0,32,2,2536.15
15958.0,75,1,445.20000000000005
15961.0,197,1,1171.47
15963.0,20,2,3536.7799999999997
15965.0,18,4,5203.78
15967.0,24,2,2567.95
15969.0,3,3,1685.3
15970.0,304,1,1212.18
